Time_s,Temperature_C,Humidity_%,Pressure_hPa,Lat,Lng,Alt_m,Fix,Sats,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_s,GyroY_deg_s,GyroZ_deg_s,TotalAccel
3.913,24.54,51.57,1000.28,0.000000,0.000000,0.00,0,1,1.0125,-0.0920,-0.1047,31.6412,-5.0840,0.4275,1.022
3.988,24.54,51.57,1000.28,0.000000,0.000000,0.00,0,1,1.0247,-0.0842,-0.1042,30.1527,-5.8168,0.0305,1.033
3.994,24.54,51.59,1000.27,0.000000,0.000000,0.00,0,1,1.0325,-0.0903,-0.1040,29.0229,-6.6641,-0.2672,1.042
4.055,24.52,51.59,1000.27,0.000000,0.000000,0.00,0,1,1.0037,-0.0625,-0.1113,27.8244,-16.1145,-4.0763,1.012
4.115,24.53,51.57,1000.27,0.000000,0.000000,0.00,0,1,1.0073,-0.0461,-0.1750,16.3817,-18.3893,-8.1603,1.023
4.197,24.53,51.57,1000.26,0.000000,0.000000,0.00,0,1,1.0347,-0.0390,-0.1890,15.5802,-8.4656,-5.0000,1.053
4.209,24.53,51.57,1000.26,0.000000,0.000000,0.00,0,1,1.0120,-0.0261,-0.1921,7.9008,1.6412,6.4198,1.030
4.288,24.52,51.54,1000.28,0.000000,0.000000,0.00,0,1,1.0154,-0.0383,-0.1963,8.1374,3.1908,7.4733,1.035
4.365,24.52,51.54,1000.28,0.000000,0.000000,0.00,0,1,1.0181,-0.0605,-0.1584,13.7939,11.2901,8.3130,1.032
4.418,24.53,51.55,1000.28,0.000000,0.000000,0.00,0,1,1.0181,-0.0837,-0.1384,10.7634,9.3817,7.5115,1.031
4.430,24.53,51.55,1000.28,0.000000,0.000000,0.00,0,1,1.0071,-0.0815,-0.1448,10.2977,8.9084,7.1908,1.021
4.442,24.53,51.55,1000.28,0.000000,0.000000,0.00,0,1,1.0134,-0.0835,-0.1411,9.8855,8.1756,6.7099,1.027
4.453,24.53,51.55,1000.28,0.000000,0.000000,0.00,0,1,1.0181,-0.0810,-0.1389,9.3282,7.5878,6.2977,1.031
4.515,24.54,51.55,1000.28,0.000000,0.000000,0.00,0,1,1.0110,-0.0915,-0.1216,8.4809,3.2824,1.9313,1.022
4.575,24.54,51.55,1000.28,0.000000,0.000000,0.00,0,1,1.0059,-0.0871,-0.1194,9.8473,-2.8015,-0.8321,1.017
4.618,24.54,51.53,1000.30,0.000000,0.000000,0.00,0,1,1.0132,-0.0876,-0.1372,11.2443,-5.0229,-0.9771,1.026
4.631,24.54,51.53,1000.30,0.000000,0.000000,0.00,0,1,1.0071,-0.0891,-0.1287,11.7176,-5.0763,-1.1679,1.019
4.645,24.54,51.53,1000.30,0.000000,0.000000,0.00,0,1,1.0083,-0.0781,-0.1382,11.6260,-4.8779,-1.3740,1.021
4.715,24.54,51.52,1000.29,0.000000,0.000000,0.00,0,1,1.0000,-0.0798,-0.1777,9.7710,-2.0076,1.2519,1.019
4.775,24.54,51.52,1000.29,0.000000,0.000000,0.00,0,1,1.0291,-0.0778,-0.1580,6.8626,3.1756,3.1221,1.044
4.787,24.54,51.52,1000.29,0.000000,0.000000,0.00,0,1,1.0271,-0.0893,-0.1611,6.7863,3.7939,3.4046,1.043
4.816,24.54,51.52,1000.29,0.000000,0.000000,0.00,0,1,1.0334,-0.0949,-0.1475,7.7557,4.2901,3.5954,1.048
4.830,24.54,51.52,1000.29,0.000000,0.000000,0.00,0,1,1.0315,-0.0856,-0.1436,8.4733,4.0305,3.0611,1.045
4.842,24.54,51.52,1000.29,0.000000,0.000000,0.00,0,1,1.0239,-0.0920,-0.1440,9.0611,3.9237,2.5802,1.038
4.913,24.53,51.52,1000.26,0.000000,0.000000,0.00,0,1,1.0088,-0.0974,-0.1328,12.0153,0.4733,-0.5038,1.022
5.018,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0110,-0.0539,-0.1770,10.1527,-3.1298,-0.8397,1.028
5.107,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0051,-0.0546,-0.1814,6.9008,-1.8473,-1.0153,1.023
5.113,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0107,-0.0627,-0.1821,6.2901,-1.4046,-1.0305,1.029
5.118,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0117,-0.0607,-0.1841,5.1832,-0.9313,-0.8092,1.030
5.124,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0203,-0.0476,-0.1858,4.0000,-0.5496,-0.5802,1.038
5.130,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.1216,0.0390,-0.2688,9.7481,-1.4580,-0.5496,1.154
5.136,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0188,0.0434,-0.2483,11.8092,-4.3969,2.2214,1.050
5.142,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.1013,-0.1250,-0.1814,-1.2595,-2.6412,1.7863,1.123
5.148,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.1125,-0.0544,-0.0671,-8.7939,2.7939,-1.0992,1.116
5.154,24.54,51.51,1000.30,0.000000,0.000000,0.00,0,1,1.0576,0.0954,-0.4700,4.2824,4.9084,-3.6489,1.161
5.212,24.54,51.47,1000.27,0.000000,0.000000,0.00,0,1,1.0439,-0.0671,-0.1543,3.7405,4.5420,3.0458,1.057
5.218,24.54,51.47,1000.26,0.000000,0.000000,0.00,0,1,0.9678,-0.4001,-0.6089,6.1221,11.8244,-3.2595,1.211
5.292,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,1.2839,0.2219,-0.1509,9.8931,20.0611,16.3893,1.312
5.298,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,1.0005,-0.2427,-0.2419,5.0305,23.5725,7.0687,1.058
5.304,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,1.0322,-0.1563,-0.0544,-3.0305,26.9695,4.4198,1.045
5.310,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,1.0789,-0.1362,-0.2197,-4.2137,24.8702,2.5573,1.109
5.316,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,0.9934,-0.2627,-0.3208,8.9924,27.6412,-3.5038,1.076
5.322,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,1.0105,0.0385,0.0141,10.4275,27.1145,-0.0916,1.011
5.328,24.54,51.50,1000.27,0.000000,0.000000,0.00,0,1,1.0415,-0.2112,-0.0949,-1.7786,31.7176,-3.9924,1.067
5.334,24.54,51.53,1000.28,0.000000,0.000000,0.00,0,1,1.1096,0.2244,0.0002,13.7023,-15.8779,-12.1450,1.132
5.444,24.54,51.53,1000.28,0.000000,0.000000,0.00,0,1,0.9712,-0.0188,-0.1885,0.5878,-12.3664,-5.0000,0.989
5.450,24.54,51.56,1000.28,0.000000,0.000000,0.00,0,1,1.0439,-0.0334,-0.2383,10.8015,-22.5649,-2.6489,1.071
5.525,24.55,51.56,1000.28,0.000000,0.000000,0.00,0,1,1.0476,-0.0112,-0.2329,10.6107,-20.7023,0.4046,1.073
5.531,24.55,51.56,1000.28,0.000000,0.000000,0.00,0,1,1.0007,-0.0742,-0.2686,9.5573,-15.8779,1.1756,1.039
5.537,24.55,51.56,1000.28,0.000000,0.000000,0.00,0,1,1.0247,0.0236,-0.1479,2.9924,-13.4504,2.3130,1.036
5.543,24.55,51.56,1000.28,0.000000,0.000000,0.00,0,1,1.0146,-0.0366,-0.2288,0.2824,-11.6489,3.2366,1.041
5.549,24.55,51.56,1000.28,0.000000,0.000000,0.00,0,1,1.0166,-0.0485,-0.2605,1.7328,-10.9847,3.5344,1.051
5.555,24.55,51.59,1000.29,0.000000,0.000000,0.00,0,1,1.0369,-0.0346,-0.2466,1.0153,-9.3588,4.1221,1.066
5.561,24.55,51.59,1000.29,0.000000,0.000000,0.00,0,1,1.0645,-0.0346,-0.2080,-2.4046,-7.9237,3.1069,1.085
5.567,24.55,51.59,1000.29,0.000000,0.000000,0.00,0,1,1.0579,-0.0241,-0.1829,-7.0840,-7.6718,4.1221,1.074
5.642,24.55,51.59,1000.29,0.000000,0.000000,0.00,0,1,1.0259,-0.0856,-0.2070,-0.1450,9.4351,1.1450,1.050
5.648,24.55,51.59,1000.29,0.000000,0.000000,0.00,0,1,1.0264,-0.0727,-0.2026,1.5038,10.3435,0.1756,1.049
5.654,24.53,51.63,1000.26,0.000000,0.000000,0.00,0,1,1.0259,-0.0732,-0.2200,2.3893,11.3206,-0.2748,1.052
5.660,24.53,51.63,1000.26,0.000000,0.000000,0.00,0,1,1.0295,-0.0622,-0.2092,3.1756,12.2061,-0.3740,1.052
5.666,24.53,51.63,1000.26,0.000000,0.000000,0.00,0,1,1.0159,-0.0627,-0.2058,3.2672,12.9847,-0.3053,1.038
5.672,24.53,51.63,1000.26,0.000000,0.000000,0.00,0,1,1.0139,-0.0522,-0.1926,2.5878,14.2748,-0.1298,1.033
5.678,24.53,51.63,1000.26,0.000000,0.000000,0.00,0,1,1.0137,-0.0566,-0.1995,1.7786,15.2595,0.0152,1.035
5.684,24.53,51.63,1000.26,0.000000,0.000000,0.00,0,1,1.0066,-0.0576,-0.1919,0.5038,15.9847,0.3511,1.026
5.690,24.53,51.63,1000.23,0.000000,0.000000,0.00,0,1,1.0073,-0.0747,-0.1289,5.7786,1.3817,10.4351,1.018
5.833,24.52,51.63,1000.23,0.000000,0.000000,0.00,0,1,1.0186,-0.0871,-0.1423,5.4580,0.7328,9.8702,1.032
5.876,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0251,-0.1116,-0.1584,7.4580,-2.3817,5.0611,1.043
5.882,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0215,-0.1140,-0.1543,7.5420,-2.7786,4.1985,1.039
5.888,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0244,-0.1152,-0.1528,7.5802,-2.8015,3.3130,1.042
5.894,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0261,-0.1118,-0.1541,7.6107,-2.8168,2.1908,1.044
5.900,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0203,-0.1104,-0.1482,7.4275,-2.9313,1.3435,1.037
5.906,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0222,-0.1079,-0.1553,7.2595,-3.1908,0.4656,1.040
5.912,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0247,-0.1016,-0.1587,7.0611,-3.1527,-0.5725,1.042
5.918,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0276,-0.1045,-0.1506,6.8473,-3.2901,-1.3053,1.044
5.924,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0332,-0.0981,-0.1548,6.6031,-3.0458,-2.1145,1.049
5.930,24.55,51.63,1000.29,0.000000,0.000000,0.00,0,1,1.0288,-0.0988,-0.1543,6.6870,-3.1679,-2.6031,1.045
6.010,24.55,51.68,1000.26,0.000000,0.000000,0.00,0,1,1.0151,-0.0771,-0.1790,6.2824,-2.3588,-7.6641,1.034
6.016,24.55,51.68,1000.26,0.000000,0.000000,0.00,0,1,1.0159,-0.0708,-0.1787,6.2061,-2.1374,-7.7328,1.034
6.022,24.55,51.68,1000.26,0.000000,0.000000,0.00,0,1,1.0090,-0.0634,-0.1738,5.9847,-2.1603,-7.7099,1.026
6.028,24.55,51.68,1000.26,0.000000,0.000000,0.00,0,1,1.0081,-0.0632,-0.1887,5.7176,-1.9924,-7.5802,1.028
6.034,24.55,51.68,1000.26,0.000000,0.000000,0.00,0,1,1.0078,-0.0605,-0.1870,5.6183,-1.7786,-7.4198,1.027
6.040,24.55,51.66,1000.28,0.000000,0.000000,0.00,0,1,1.0027,-0.0566,-0.1860,5.0611,-1.9160,-7.1298,1.021
6.046,24.56,51.66,1000.28,0.000000,0.000000,0.00,0,1,1.0010,-0.0576,-0.1848,4.7328,-1.7099,-7.0153,1.020
6.052,24.56,51.66,1000.28,0.000000,0.000000,0.00,0,1,0.9990,-0.0598,-0.1846,4.1603,-1.5344,-6.7786,1.018
6.058,24.56,51.66,1000.28,0.000000,0.000000,0.00,0,1,0.9958,-0.0539,-0.1892,3.6183,-1.6489,-6.2443,1.015
6.064,24.56,51.66,1000.28,0.000000,0.000000,0.00,0,1,0.9985,-0.0512,-0.1892,2.9008,-1.5573,-5.4198,1.018
6.200,24.53,51.68,1000.25,0.000000,0.000000,0.00,0,1,1.0264,-0.0673,-0.1792,2.9466,2.5954,4.5725,1.044
6.206,24.53,51.68,1000.25,0.000000,0.000000,0.00,0,1,1.0229,-0.0781,-0.1846,3.1527,2.6718,4.4275,1.042
6.212,24.53,51.68,1000.25,0.000000,0.000000,0.00,0,1,1.0237,-0.0788,-0.1868,3.2366,3.2214,4.2519,1.044
6.218,24.53,51.68,1000.25,0.000000,0.000000,0.00,0,1,1.0190,-0.0793,-0.1968,3.4046,3.3435,4.2366,1.041
6.224,24.53,51.68,1000.25,0.000000,0.000000,0.00,0,1,1.0193,-0.0761,-0.1863,3.6412,4.0076,4.1298,1.039
6.230,24.53,51.68,1000.25,0.000000,0.000000,0.00,0,1,1.0159,-0.0805,-0.1804,3.6565,4.0763,3.4885,1.035
6.236,24.56,51.70,1000.27,0.000000,0.000000,0.00,0,1,1.0215,-0.0827,-0.1833,3.2672,4.6260,3.5344,1.041
6.242,24.56,51.70,1000.27,0.000000,0.000000,0.00,0,1,1.0115,-0.0773,-0.1860,3.1527,5.0076,2.9008,1.031
6.248,24.56,51.70,1000.27,0.000000,0.000000,0.00,0,1,1.0164,-0.0791,-0.1829,2.8855,5.2824,2.7939,1.036
6.254,24.56,51.70,1000.27,0.000000,0.000000,0.00,0,1,1.0176,-0.0793,-0.1824,2.7023,5.7405,2.4885,1.037
6.333,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0164,-0.0752,-0.1606,3.1450,5.8626,0.1756,1.032
6.339,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0144,-0.0830,-0.1692,2.9847,5.4580,0.3969,1.032
6.345,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0186,-0.0817,-0.1724,3.0153,5.2366,0.3130,1.036
6.351,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0166,-0.0881,-0.1523,3.2137,5.0305,0.0381,1.032
6.358,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0176,-0.0749,-0.1602,3.3740,4.4504,0.3969,1.033
6.364,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0129,-0.0800,-0.1553,3.5115,4.1527,0.2977,1.028
6.370,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0151,-0.0822,-0.1658,3.8779,3.8015,0.4580,1.032
6.376,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0115,-0.0854,-0.1577,4.0229,3.2595,0.5496,1.027
6.382,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0103,-0.0805,-0.1531,4.2214,3.0534,0.5115,1.025
6.388,24.53,51.70,1000.24,0.000000,0.000000,0.00,0,1,1.0134,-0.0832,-0.1519,4.3130,2.7481,0.2824,1.028
6.429,24.53,51.70,1000.22,0.000000,0.000000,0.00,0,1,1.0059,-0.0764,-0.1531,4.6870,0.4351,-0.1985,1.020
6.435,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0076,-0.0776,-0.1660,5.0153,0.3282,-0.6183,1.024
6.441,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0132,-0.0813,-0.1641,5.2977,-0.2290,-0.4809,1.030
6.447,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0159,-0.0798,-0.1711,5.6870,-0.3893,-0.3588,1.033
6.453,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0166,-0.0808,-0.1685,5.9618,-0.4427,-0.7939,1.034
6.459,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0215,-0.0759,-0.1643,6.3511,-0.6565,-0.5954,1.037
6.465,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0210,-0.0754,-0.1689,6.4962,-0.8626,-0.6947,1.038
6.471,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0193,-0.0771,-0.1729,6.5725,-0.7405,-1.0382,1.037
6.477,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0210,-0.0756,-0.1829,6.5344,-0.7099,-1.1603,1.040
6.483,24.53,51.71,1000.22,0.000000,0.000000,0.00,0,1,1.0251,-0.0786,-0.1882,6.4809,-0.5191,-1.0305,1.045
6.566,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0295,-0.0759,-0.1802,9.2214,4.2443,-2.7863,1.048
6.572,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0220,-0.0693,-0.1807,9.1374,5.0534,-2.8779,1.040
6.578,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0249,-0.0764,-0.1824,8.8244,5.5420,-2.8244,1.044
6.584,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0164,-0.0712,-0.1836,8.6870,6.0229,-2.8779,1.035
6.590,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0164,-0.0676,-0.1787,8.4885,6.3969,-3.0458,1.034
6.596,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0142,-0.0668,-0.1780,8.6336,6.8626,-3.0458,1.032
6.602,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0203,-0.0695,-0.1753,8.2672,7.2672,-2.7328,1.038
6.608,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0188,-0.0578,-0.1831,8.1603,7.7863,-2.5954,1.037
6.614,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0193,-0.0661,-0.1897,8.2748,8.2824,-2.2977,1.039
6.620,24.53,51.72,1000.23,0.000000,0.000000,0.00,0,1,1.0127,-0.0617,-0.1860,8.4656,8.4504,-1.8626,1.031
6.695,24.56,51.63,1000.27,0.000000,0.000000,0.00,0,1,1.0234,-0.0810,-0.1660,9.2137,14.3588,3.4656,1.040
6.701,24.56,51.63,1000.27,0.000000,0.000000,0.00,0,1,1.0178,-0.0759,-0.1626,9.5344,14.6260,3.0153,1.034
6.707,24.56,51.63,1000.27,0.000000,0.000000,0.00,0,1,1.0078,-0.0742,-0.1597,10.0305,15.2519,2.6565,1.023
6.713,24.56,51.63,1000.27,0.000000,0.000000,0.00,0,1,1.0029,-0.0732,-0.1621,10.2137,15.6565,2.6718,1.019
6.719,24.56,51.63,1000.27,0.000000,0.000000,0.00,0,1,1.0117,-0.0730,-0.1621,10.6489,16.1527,2.0916,1.027
6.725,24.57,51.74,1000.30,0.000000,0.000000,0.00,0,1,0.9968,-0.0749,-0.1665,11.1756,16.6031,1.6031,1.013
6.731,24.57,51.74,1000.30,0.000000,0.000000,0.00,0,1,1.0022,-0.0730,-0.1445,11.7786,17.0000,1.3588,1.015
6.737,24.57,51.74,1000.30,0.000000,0.000000,0.00,0,1,1.0010,-0.0756,-0.1494,12.2366,17.1527,1.1832,1.015
6.743,24.57,51.74,1000.30,0.000000,0.000000,0.00,0,1,1.0027,-0.0700,-0.1572,12.4198,17.7023,0.8397,1.017
6.749,24.57,51.74,1000.30,0.000000,0.000000,0.00,0,1,1.0059,-0.0576,-0.1230,2.7710,20.5114,0.3740,1.015
6.898,24.54,51.72,1000.25,0.000000,0.000000,0.00,0,1,1.0149,-0.0749,-0.0756,4.9466,19.9695,2.6336,1.020
6.904,24.54,51.72,1000.25,0.000000,0.000000,0.00,0,1,1.0190,-0.0681,-0.0749,3.9466,20.3206,2.3053,1.024
6.910,24.54,51.76,1000.31,0.000000,0.000000,0.00,0,1,0.9934,-0.0883,-0.0341,3.1832,21.5267,-1.4046,0.998
6.984,24.57,51.76,1000.31,0.000000,0.000000,0.00,0,1,0.9971,-0.0861,-0.0437,2.6794,21.4962,-1.5802,1.002
6.990,24.57,51.76,1000.31,0.000000,0.000000,0.00,0,1,0.9978,-0.0827,-0.0344,2.9237,21.3817,-1.8397,1.002
6.996,24.57,51.76,1000.31,0.000000,0.000000,0.00,0,1,1.0015,-0.0849,-0.0400,3.1527,21.1985,-2.1298,1.006
7.002,24.57,51.76,1000.31,0.000000,0.000000,0.00,0,1,1.0115,-0.0810,-0.0244,3.0992,21.0687,-2.0916,1.015
7.008,24.57,51.76,1000.31,0.000000,0.000000,0.00,0,1,1.0034,-0.0810,-0.0307,3.1603,20.6260,-1.9313,1.007
7.014,24.57,51.75,1000.28,0.000000,0.000000,0.00,0,1,1.0066,-0.0847,-0.0351,3.3130,20.6031,-2.1069,1.011
7.020,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9990,-0.0786,-0.0244,3.2214,20.0916,-1.7252,1.002
7.046,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,1.0022,-0.0759,-0.0170,2.5649,18.3740,-1.2137,1.005
7.052,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9961,-0.0773,-0.0251,1.9160,18.0153,-1.1756,0.999
7.058,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9927,-0.0771,-0.0166,1.5191,17.6870,-1.1603,0.996
7.064,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9902,-0.0810,-0.0163,1.3206,17.0534,-1.1679,0.994
7.070,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9900,-0.0813,-0.0078,0.9542,16.5725,-1.4198,0.993
7.076,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9893,-0.0827,0.0070,1.2977,15.7099,-1.2290,0.993
7.082,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9861,-0.0913,-0.0207,1.5344,15.2672,-1.3511,0.991
7.088,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9878,-0.0798,0.0048,1.5038,14.4733,-1.8168,0.991
7.094,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9976,-0.0898,-0.0141,1.7023,13.4733,-2.2748,1.002
7.100,24.56,51.75,1000.28,0.000000,0.000000,0.00,0,1,0.9990,-0.0866,0.0180,2.1832,12.6412,-2.0992,1.003
7.160,24.55,51.75,1000.25,0.000000,0.000000,0.00,0,1,1.0029,-0.0700,0.0170,5.0382,3.1450,-4.4122,1.006
