Time_s,Temperature_C,Humidity_%,Pressure_hPa,Lat,Lng,Alt_m,Fix,Sats,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_s,GyroY_deg_s,GyroZ_deg_s,TotalAccel
79.132,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1384,-0.0703,1.0295,2.3511,3.1069,2.2672,1.041
79.138,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1294,-0.0756,1.0266,2.5573,3.0534,1.6183,1.037
79.144,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1328,-0.0783,1.0305,2.5649,2.6031,1.2443,1.042
79.150,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1460,-0.0761,1.0286,2.9084,2.3588,0.6183,1.042
79.156,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1392,-0.0756,1.0232,2.5038,1.7634,0.0839,1.035
79.162,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1379,-0.0756,1.0237,2.3817,1.7252,-0.1145,1.036
79.168,27.00,45.16,999.82,0.000000,0.000000,0.00,0,3,0.1528,-0.0759,1.0251,2.2366,1.3511,-0.8015,1.039
79.318,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1499,-0.0449,0.9951,2.6565,2.9237,-0.6336,1.007
79.324,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1460,-0.0463,1.0059,2.5038,2.7786,-0.4504,1.017
79.330,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1494,-0.0493,0.9985,2.5954,2.6794,-0.4809,1.011
79.336,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1418,-0.0498,1.0034,2.5115,2.6183,-0.1756,1.015
79.342,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1448,-0.0524,1.0046,2.3282,2.7328,0.0229,1.016
79.348,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1467,-0.0568,1.0005,2.1603,2.9771,0.2061,1.013
79.354,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1453,-0.0585,1.0015,2.0000,3.1145,0.3893,1.014
79.360,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1426,-0.0607,0.9976,1.7252,3.3893,0.3817,1.010
79.366,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1394,-0.0678,0.9966,1.8626,3.5725,0.6794,1.009
79.372,27.01,45.15,999.82,0.000000,0.000000,0.00,0,3,0.1335,-0.0756,1.0007,1.9847,3.4122,0.5496,1.012
79.465,26.98,45.14,999.77,0.000000,0.000000,0.00,0,3,0.1365,-0.0461,1.0220,3.5573,3.7099,-4.0534,1.032
79.471,26.98,45.14,999.77,0.000000,0.000000,0.00,0,3,0.1311,-0.0451,1.0247,4.3664,3.9389,-4.0382,1.034
79.477,26.98,45.14,999.77,0.000000,0.000000,0.00,0,3,0.1436,-0.0463,1.0254,5.1298,4.0687,-3.8626,1.036
79.483,26.98,45.14,999.77,0.000000,0.000000,0.00,0,3,0.1304,-0.0434,1.0378,5.9695,4.3893,-3.4122,1.047
79.489,26.98,45.14,999.77,0.000000,0.000000,0.00,0,3,0.1335,-0.0463,1.0266,6.6031,4.6718,-3.1756,1.036
79.495,26.98,45.14,999.77,0.000000,0.000000,0.00,0,3,0.1284,-0.0432,1.0371,7.3969,4.8092,-2.7099,1.046
79.500,26.98,45.06,999.82,0.000000,0.000000,0.00,0,3,0.2119,0.0730,1.0771,5.4046,4.8855,-0.8550,1.100
79.506,27.01,45.06,999.82,0.000000,0.000000,0.00,0,3,0.1365,-0.0019,1.0403,8.0229,5.6947,-2.1985,1.049
79.512,27.01,45.06,999.82,0.000000,0.000000,0.00,0,3,0.1289,-0.0612,1.0505,6.2977,4.4656,-0.5725,1.060
79.587,27.01,45.06,999.82,0.000000,0.000000,0.00,0,3,0.1128,-0.0593,1.0537,5.9847,3.8779,-0.4580,1.061
79.738,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1470,-0.0332,1.0110,-2.2214,-3.7405,-0.1985,1.022
79.744,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1445,-0.0246,1.0134,-2.1298,-3.0229,0.0229,1.024
79.750,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1453,-0.0268,1.0125,-2.0000,-2.6870,0.3664,1.023
79.756,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1421,-0.0297,1.0181,-1.6336,-2.3053,0.6794,1.028
79.762,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1472,-0.0437,1.0237,-0.7786,-1.8550,1.0916,1.035
79.768,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1392,-0.0385,1.0286,0.0916,-1.7176,1.3206,1.039
79.774,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1558,-0.0358,1.0210,0.8931,-1.3130,1.6412,1.033
79.780,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1416,-0.0344,1.0205,1.4809,-0.9008,1.6183,1.031
79.786,27.01,45.13,999.83,0.000000,0.000000,0.00,0,3,0.1514,-0.0407,1.0154,2.1985,-0.5573,1.7786,1.027
79.792,27.01,45.13,999.81,0.000000,0.000000,0.00,0,3,0.1475,-0.0371,1.0234,2.7939,-0.2290,1.7405,1.035
79.983,27.01,45.12,999.82,0.000000,0.000000,0.00,0,3,0.1870,-0.0349,1.0032,2.8550,1.9695,0.4962,1.021
80.057,27.01,45.12,999.82,0.000000,0.000000,0.00,0,3,0.1721,-0.0417,1.0007,3.0916,2.1221,0.3435,1.016
80.063,27.01,45.12,999.82,0.000000,0.000000,0.00,0,3,0.1755,-0.0412,1.0066,2.9389,2.7405,0.5725,1.023
80.069,27.01,45.12,999.82,0.000000,0.000000,0.00,0,3,0.1687,-0.0432,1.0098,2.9313,3.0763,0.8855,1.025
80.075,27.01,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1414,-0.0598,1.0298,3.3893,5.8092,4.0840,1.041
80.150,27.01,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1438,-0.0637,1.0320,3.6947,5.6336,4.5649,1.044
80.155,27.01,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1309,-0.0690,1.0369,3.5954,5.5038,4.7863,1.047
80.162,27.01,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1404,-0.0737,1.0364,3.4733,5.3053,4.8321,1.048
80.167,27.01,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1387,-0.0786,1.0366,3.4580,4.9924,4.9924,1.049
80.174,27.01,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1387,-0.0717,1.0308,3.0916,4.6641,4.7634,1.043
80.255,27.02,45.10,999.81,0.000000,0.000000,0.00,0,3,0.2815,0.0100,1.0051,-5.6565,-1.4733,1.2137,1.044
80.261,27.02,45.10,999.81,0.000000,0.000000,0.00,0,3,0.1255,-0.0185,1.0396,-7.0305,-1.6183,-0.5954,1.047
80.267,27.02,45.10,999.81,0.000000,0.000000,0.00,0,3,0.1299,-0.0900,1.0474,-5.8702,-2.3511,-0.7710,1.059
80.273,27.02,45.10,999.81,0.000000,0.000000,0.00,0,3,0.1565,-0.0612,1.0286,-6.7481,-2.4351,-0.8855,1.042
80.279,27.02,45.09,999.83,0.000000,0.000000,0.00,0,3,0.1487,-0.0251,1.0027,-4.9389,-1.9008,-2.1908,1.014
80.354,27.02,45.08,999.82,0.000000,0.000000,0.00,0,3,0.1602,-0.0356,1.0049,8.0611,4.3511,2.9618,1.018
80.501,27.02,45.08,999.82,0.000000,0.000000,0.00,0,3,0.1494,-0.0808,1.0376,7.2824,3.2901,5.0076,1.051
80.576,27.02,45.07,999.81,0.000000,0.000000,0.00,0,3,0.1533,-0.0910,1.0288,6.7328,3.0916,4.8321,1.044
80.582,27.01,45.07,999.81,0.000000,0.000000,0.00,0,3,0.1528,-0.0861,1.0313,5.5344,3.2519,4.4046,1.046
80.588,27.01,45.07,999.81,0.000000,0.000000,0.00,0,3,0.1550,-0.0815,1.0276,4.6870,2.8855,4.0458,1.042
80.738,27.00,45.07,999.77,0.000000,0.000000,0.00,0,3,0.1443,-0.0647,1.0195,-0.7328,-0.3130,-2.4733,1.032
80.744,27.00,45.07,999.77,0.000000,0.000000,0.00,0,3,0.1455,-0.0673,1.0146,-0.6031,-0.6870,-2.6260,1.027
80.750,27.00,45.07,999.77,0.000000,0.000000,0.00,0,3,0.1528,-0.0651,1.0117,-0.7176,-0.2977,-3.1298,1.025
80.756,27.00,45.07,999.77,0.000000,0.000000,0.00,0,3,0.1567,-0.0600,1.0181,-0.7634,-0.1069,-3.3130,1.032
80.762,27.00,45.07,999.77,0.000000,0.000000,0.00,0,3,0.1609,-0.0566,1.0137,-0.6489,-0.1985,-3.4885,1.028
80.768,27.00,45.07,999.77,0.000000,0.000000,0.00,0,3,0.1650,-0.0405,1.0215,-0.4809,-0.1756,-3.7481,1.036
80.774,27.01,45.09,999.80,0.000000,0.000000,0.00,0,3,0.1687,-0.0410,1.0205,-0.4809,0.1527,-3.9695,1.035
80.780,27.01,45.09,999.80,0.000000,0.000000,0.00,0,3,0.1775,-0.0385,1.0278,-0.5344,0.6641,-4.1985,1.044
80.786,27.01,45.09,999.80,0.000000,0.000000,0.00,0,3,0.1760,-0.0314,1.0369,-0.6336,0.4275,-4.5802,1.052
80.792,27.01,45.09,999.80,0.000000,0.000000,0.00,0,3,0.1790,-0.0097,1.0288,-0.3969,0.6794,-4.2137,1.044
80.938,27.00,45.06,999.79,0.000000,0.000000,0.00,0,3,0.1323,-0.0363,1.0210,3.1985,0.5115,-6.5420,1.030
80.944,27.00,45.06,999.79,0.000000,0.000000,0.00,0,3,0.1360,-0.0412,1.0146,3.5496,0.8244,-6.6183,1.025
80.950,27.00,45.06,999.79,0.000000,0.000000,0.00,0,3,0.1458,-0.0437,1.0083,2.9695,0.7405,-6.5267,1.020
80.956,27.00,45.06,999.79,0.000000,0.000000,0.00,0,3,0.1489,-0.0620,1.0051,1.7710,0.9160,-6.6565,1.018
80.962,27.00,45.06,999.79,0.000000,0.000000,0.00,0,3,0.1611,-0.0783,1.0039,-1.0687,1.5649,-7.2443,1.020
80.968,27.02,45.06,999.81,0.000000,0.000000,0.00,0,3,0.1611,-0.0805,1.0093,-5.0687,2.6947,-7.7634,1.025
80.974,27.02,45.06,999.81,0.000000,0.000000,0.00,0,3,0.1472,-0.1042,1.0027,-10.2748,5.1527,-8.4733,1.019
80.980,27.02,45.06,999.81,0.000000,0.000000,0.00,0,3,0.2324,-0.2202,1.0996,-13.5878,5.1527,-10.8321,1.145
80.986,27.02,45.06,999.80,0.000000,0.000000,0.00,0,3,0.1277,0.0368,1.0100,7.6489,25.0305,-21.6336,1.019
81.130,27.01,45.06,999.80,0.000000,0.000000,0.00,0,3,0.1516,0.0195,0.9863,9.9542,27.0076,-21.7481,0.998
81.305,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0822,-0.0175,0.9805,47.2901,19.9771,-4.4962,0.984
81.311,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0764,-0.0058,0.9778,48.2595,19.1603,-6.5573,0.981
81.317,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0488,-0.0105,0.9719,48.8015,18.4351,-8.2214,0.973
81.323,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0581,-0.0278,0.9624,47.9084,17.9542,-11.2366,0.965
81.329,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0642,-0.0075,0.9558,47.3435,17.3206,-12.6718,0.958
81.335,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0490,-0.0476,0.9287,46.3359,16.4427,-15.2901,0.931
81.341,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0681,-0.0651,0.9150,46.3435,15.4580,-17.5191,0.920
81.347,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0710,-0.0671,0.9031,46.9084,14.2061,-19.6947,0.908
81.353,27.02,45.05,999.83,0.000000,0.000000,0.00,0,3,0.0781,-0.0629,0.8882,47.7557,13.1145,-21.9466,0.894
81.359,27.03,45.06,999.83,0.000000,0.000000,0.00,0,3,0.0942,-0.0293,0.8848,47.5649,11.9466,-24.0763,0.890
81.505,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,0.0866,0.1689,1.0093,-3.1756,3.5420,-9.4809,1.027
81.511,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,0.0407,0.1440,1.0078,-8.2824,3.4046,-6.8931,1.019
81.517,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,0.0322,0.1433,1.0005,-12.3511,3.5420,-3.5267,1.011
81.523,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,0.0234,0.1218,1.0015,-15.5115,3.6107,-0.5573,1.009
81.529,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,-0.0053,0.1292,1.0283,-18.4427,3.4656,2.5878,1.036
81.535,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,-0.0007,0.1069,1.0439,-20.1298,3.3053,5.9924,1.049
81.541,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,-0.0095,0.1052,1.0674,-20.4886,2.9847,9.1908,1.073
81.547,27.03,45.03,999.82,0.000000,0.000000,0.00,0,3,-0.0080,0.0925,1.0869,-20.3664,2.6870,13.1450,1.091
81.553,27.03,45.00,999.81,0.000000,0.000000,0.00,0,3,-0.0080,0.0856,1.0889,-20.1908,2.3282,16.5191,1.092
81.559,27.03,45.00,999.81,0.000000,0.000000,0.00,0,3,-0.0061,0.0791,1.0886,-19.6641,2.4504,19.7710,1.092
81.675,27.02,45.02,999.81,0.000000,0.000000,0.00,0,3,-0.0385,-0.0476,0.9993,-5.2061,2.8931,39.3740,1.001
81.681,27.02,45.02,999.81,0.000000,0.000000,0.00,0,3,-0.0031,-0.0664,1.0024,-4.0611,2.8702,38.0611,1.005
81.687,27.02,45.02,999.81,0.000000,0.000000,0.00,0,3,-0.0227,-0.0546,1.0339,-2.8168,1.7481,36.8244,1.036
81.693,27.02,45.02,999.81,0.000000,0.000000,0.00,0,3,-0.0210,-0.1389,1.0232,8.6489,-6.0229,26.0763,1.033
81.767,27.02,45.01,999.80,0.000000,0.000000,0.00,0,3,0.0197,-0.0720,1.0173,7.4275,-5.8473,25.5802,1.020
81.773,27.02,45.01,999.80,0.000000,0.000000,0.00,0,3,-0.0327,-0.0808,1.0000,8.2214,-6.6412,25.7557,1.004
81.779,27.02,45.01,999.80,0.000000,0.000000,0.00,0,3,-0.0261,-0.2075,1.0137,9.8397,-5.3969,26.5114,1.035
81.785,27.02,45.01,999.80,0.000000,0.000000,0.00,0,3,0.0031,-0.0893,0.9922,7.6107,-6.1221,26.3130,0.996
81.791,27.02,45.01,999.80,0.000000,0.000000,0.00,0,3,-0.0078,-0.0913,1.0005,6.8397,-6.3206,26.9618,1.005
81.797,27.01,45.01,999.77,0.000000,0.000000,0.00,0,3,-0.0324,-0.0959,0.9441,20.7863,-11.6183,24.0611,0.950
81.998,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,0.0210,0.0061,1.1560,-12.9847,-4.3588,22.0076,1.156
82.004,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,-0.0114,-0.0468,1.1025,-12.1908,-4.6031,22.5267,1.104
82.010,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,0.0136,-0.0117,1.1067,-11.2977,-4.3740,24.6031,1.107
82.016,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,-0.0041,-0.0175,1.1199,-10.5725,-4.2748,24.8779,1.120
82.022,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,0.0112,-0.0112,1.1196,-9.1908,-4.2061,26.7710,1.120
82.028,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,-0.0031,-0.0361,1.1108,-6.7099,-4.5496,27.2901,1.111
82.034,27.03,45.01,999.83,0.000000,0.000000,0.00,0,3,0.1074,-0.0190,1.1382,-5.2443,-4.2977,28.9924,1.143
82.040,27.03,45.01,999.82,0.000000,0.000000,0.00,0,3,0.0100,-0.0153,1.0901,-1.1832,-5.6489,29.6260,1.090
82.046,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.0229,-0.1277,0.9629,-7.2443,-17.9924,24.0611,0.972
82.121,27.04,44.93,999.81,0.000000,0.000000,0.00,0,3,0.0930,-0.2185,0.9314,-22.7710,-31.0076,3.2061,0.961
82.366,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2375,-0.1926,1.0027,-9.3969,6.8015,-2.8626,1.048
82.372,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2388,-0.1956,1.0063,-9.0687,7.8473,-3.7710,1.053
82.378,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2554,-0.1985,1.0156,-8.8702,8.5191,-4.8015,1.066
82.384,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2520,-0.2144,1.0234,-8.9771,9.4427,-5.2137,1.076
82.390,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2507,-0.2114,1.0215,-9.4809,10.6718,-5.7328,1.073
82.396,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2097,-0.2942,1.0295,-8.3969,12.4733,-5.9313,1.091
82.402,27.04,44.99,999.82,0.000000,0.000000,0.00,0,3,0.2139,-0.1985,0.9529,-11.9924,12.9313,-7.4504,0.997
82.408,27.04,44.99,999.78,0.000000,0.000000,0.00,0,3,0.1592,-0.2178,1.0151,-21.4198,16.7634,-11.3511,1.050
82.482,27.03,44.99,999.78,0.000000,0.000000,0.00,0,3,0.1558,-0.2197,1.0139,-22.7328,16.2595,-11.0305,1.049
82.488,27.03,44.99,999.78,0.000000,0.000000,0.00,0,3,0.1465,-0.2078,1.0244,-23.5038,15.7481,-11.0076,1.055
82.668,27.04,44.97,999.83,0.000000,0.000000,0.00,0,3,0.1519,-0.1138,1.0217,-33.5954,0.5267,-4.5649,1.039
82.743,27.04,44.96,999.84,0.000000,0.000000,0.00,0,3,0.1392,-0.1135,1.0276,-32.7481,0.0305,-4.8855,1.043
82.749,27.04,44.96,999.84,0.000000,0.000000,0.00,0,3,0.1475,-0.1196,1.0281,-31.7634,-0.3053,-4.9542,1.045
82.755,27.02,44.96,999.80,0.000000,0.000000,0.00,0,3,0.1824,-0.1282,0.9954,-32.6183,-3.4962,-6.1527,1.020
82.830,27.02,44.96,999.80,0.000000,0.000000,0.00,0,3,0.1829,-0.1177,1.0078,-33.8626,-3.9313,-6.2595,1.031
82.836,27.02,44.96,999.80,0.000000,0.000000,0.00,0,3,0.1863,-0.1094,0.9966,-38.0992,-2.5725,-4.9313,1.020
82.911,27.02,44.96,999.80,0.000000,0.000000,0.00,0,3,0.1799,-0.1147,0.9924,-38.7099,-1.9389,-4.2824,1.015
82.917,27.03,44.98,999.83,0.000000,0.000000,0.00,0,3,0.1956,-0.0969,0.9661,-19.9008,3.7405,-1.7634,0.990
82.992,27.03,44.98,999.83,0.000000,0.000000,0.00,0,3,0.2061,-0.0861,0.9612,-17.9313,4.3893,-1.9084,0.987
82.998,27.03,44.98,999.83,0.000000,0.000000,0.00,0,3,0.2070,-0.0839,0.9507,-16.4275,4.5267,-2.5802,0.977
83.139,27.04,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1333,-0.1328,1.0667,-27.7634,18.3435,4.4580,1.083
83.145,27.04,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1238,-0.1345,1.0774,-26.6641,18.6031,5.6947,1.093
83.151,27.04,44.95,999.84,0.000000,0.000000,0.00,0,3,0.0756,-0.0598,1.1077,-21.1145,12.1832,6.3053,1.112
83.225,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.2114,-0.2383,1.1216,-21.7328,8.8321,4.6031,1.166
83.231,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1104,-0.1362,0.9524,-24.9695,11.9008,5.5573,0.968
83.237,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1060,-0.0839,1.0317,-24.8702,10.1679,4.2901,1.041
83.243,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1135,-0.1589,1.0225,-25.7710,9.7405,2.0611,1.041
83.249,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1384,-0.0979,1.0171,-26.7023,8.5573,1.8397,1.031
83.255,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1267,-0.1304,1.0164,-26.6260,6.9313,-0.0610,1.032
83.261,27.03,44.95,999.82,0.000000,0.000000,0.00,0,3,0.1426,-0.0986,1.0159,-26.7099,5.9160,-0.4198,1.031
83.383,27.01,44.94,999.83,0.000000,0.000000,0.00,0,3,0.1638,-0.1362,0.9841,0.0992,5.2366,6.6107,1.007
83.456,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1626,-0.1455,0.9858,0.1985,5.0611,6.5878,1.010
83.462,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1658,-0.1516,0.9893,0.0381,4.7252,6.6183,1.014
83.468,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1699,-0.1541,0.9885,-0.3282,4.6412,6.6107,1.015
83.474,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1790,-0.1609,0.9927,-0.5802,4.3664,6.3282,1.021
83.481,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1765,-0.1658,0.9919,-1.0687,4.3359,6.3053,1.021
83.487,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1685,-0.1675,0.9927,-1.6870,4.2748,6.2443,1.021
83.493,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1758,-0.1755,0.9922,-2.4427,4.4962,5.8321,1.023
83.499,27.04,44.93,999.83,0.000000,0.000000,0.00,0,3,0.1650,-0.1799,0.9937,-3.0305,4.3664,5.5267,1.023
83.505,27.04,44.92,999.83,0.000000,0.000000,0.00,0,3,0.1855,-0.1404,1.0166,-12.7939,3.8397,0.7557,1.043
83.699,27.05,44.93,999.85,0.000000,0.000000,0.00,0,3,0.1663,-0.1069,1.0144,-29.6794,-0.0152,-2.4962,1.033
83.705,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1604,-0.1074,1.0059,-29.3511,-0.2748,-3.1069,1.024
83.711,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1697,-0.1008,1.0178,-28.5420,-0.4427,-2.9466,1.037
83.716,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1665,-0.0964,1.0146,-28.1298,-0.6794,-3.0458,1.033
83.722,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1716,-0.0844,1.0068,-27.6260,-0.9389,-3.0992,1.025
83.728,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1641,-0.0888,1.0120,-27.0840,-0.7481,-2.9542,1.029
83.734,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1770,-0.1001,1.0183,-26.5191,-0.9466,-2.6031,1.038
83.740,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1753,-0.0849,1.0166,-25.6489,-0.8855,-2.3359,1.035
83.746,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1824,-0.0876,1.0193,-24.1145,-0.8931,-1.8550,1.039
83.752,27.05,44.92,999.82,0.000000,0.000000,0.00,0,3,0.1904,-0.0800,1.0068,-22.6489,-1.0458,-1.6870,1.028
83.876,27.02,44.91,999.77,0.000000,0.000000,0.00,0,3,0.1870,-0.1582,1.0073,27.5344,-0.3435,20.6718,1.037
83.882,27.02,44.91,999.77,0.000000,0.000000,0.00,0,3,0.1978,-0.1587,1.0093,27.1450,-0.3435,21.6870,1.041
83.888,27.02,44.91,999.77,0.000000,0.000000,0.00,0,3,0.1985,-0.1548,0.9937,26.1985,-0.5115,22.2443,1.025
83.894,27.02,44.91,999.77,0.000000,0.000000,0.00,0,3,0.1992,-0.1653,0.9963,25.4580,-0.8092,22.9695,1.029
83.900,27.05,44.94,999.82,0.000000,0.000000,0.00,0,3,0.1514,-0.6545,0.8557,25.4733,-1.0687,26.2824,1.088
